"idpersona","idmatriculacion","carrera_siglas","cohorte","cohorte_anio","fechainicio","fechafin","estado"
"27340","41184","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"33803","41185","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"33816","41200","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"16950","41204","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"22117","41210","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"25559","41217","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"28169","41218","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"33834","41219","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"21292","41273","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"22671","41327","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"27695","41348","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11358","41371","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"12839","41398","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"17161","41475","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"17047","41476","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"34010","41501","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"16990","41532","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"22118","41544","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"10353","41582","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"30141","41588","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"16576","41591","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"33954","41593","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"31536","41604","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"31504","41618","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"17669","41629","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"22677","41650","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"18156","41663","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"21669","41689","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"22284","41720","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"8698","41730","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"28578","41741","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11920","41745","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31616","41748","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"13054","41766","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31610","41769","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31663","41782","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11240","41789","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11233","41796","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"33995","41831","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"33800","41835","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"22310","41849","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"5669","41865","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"28894","41885","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"10116","41904","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"12152","41911","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"17498","41924","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"17090","41930","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"34324","41933","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"34329","41942","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"28152","41965","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"6070","41969","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"34362","41974","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"34368","41984","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"21699","42001","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"28860","42012","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11812","42023","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"16944","42029","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11477","42063","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"30196","42068","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31611","42076","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"16448","42079","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"33703","42141","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"34546","42175","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"34029","42212","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"12462","42213","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"10962","42216","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"34570","42221","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31903","42295","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"29412","42301","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"17651","42312","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"34569","42315","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"4935","42349","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"18097","42351","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31645","42383","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"31585","42385","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"34689","42390","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"34690","42392","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"26050","42396","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"29582","42403","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"10105","42428","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Reprobado"
"30615","42443","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"10652","42448","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"33929","42450","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"18017","42454","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"25125","42458","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"23664","42460","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"29556","42467","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"30550","42474","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"28234","42475","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"34379","42482","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"11120","42487","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"12108","42496","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"5425","42534","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"7959","42535","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Aprobado"
"16494","42541","SEMINARIODARWIN","Abril 2020","2020","2020-04-22","2020-07-01","Abandonó"
"13913","43754","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"17873","43767","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"21491","43771","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"25625","43780","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"26235","43791","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"22051","43866","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"26015","43868","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"14577","44000","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Reprobado"
"3997","44037","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"14579","44065","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"9082","44152","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"30226","44168","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"30289","44171","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"30386","44177","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Reprobado"
"21979","44198","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"30384","44209","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Reprobado"
"16722","44217","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Reprobado"
"21634","44229","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Reprobado"
"21684","44258","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"36215","44299","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"16404","44370","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"23836","44378","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"16956","44402","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Abandonó"
"17946","44410","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Reprobado"
"18102","44417","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"28639","44419","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"17987","44565","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"17986","44567","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"25147","44599","SEMINARIODARWIN","Agosto 2020","2020","2020-08-19","2020-11-18","Aprobado"
"30479","53022","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"21989","53033","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"17999","53035","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"31493","53046","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"26524","53068","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"13579","53078","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"21706","53090","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34286","53152","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"17985","53175","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"39604","53243","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"8141","53377","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"17100","53439","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"16522","53476","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"16878","53488","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"12932","53496","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34072","53504","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"30247","53517","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"25201","53541","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"39670","53552","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"13911","53564","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"14681","53585","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"39684","53592","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"18209","53594","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"39701","53664","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"25130","53687","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"11529","53712","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"11355","53738","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34052","53746","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"28935","53764","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"10488","53805","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"25005","53848","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"33893","53887","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"18353","53897","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"20475","53898","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"39807","53914","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"18289","53972","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"17339","53996","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34584","53999","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"26328","54008","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"17171","54058","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"37114","54060","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"25700","54074","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"22342","54078","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"31481","54098","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"34677","54108","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34665","54126","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"22041","54132","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"19197","54138","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"26145","54148","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"21966","54166","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34550","54173","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"30726","54229","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"17830","54238","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"18862","54271","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"6070","54275","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"15388","54287","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"22074","54304","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"39745","54326","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"16970","54342","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"17625","54354","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"17946","54367","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"34058","54407","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"30480","54430","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"31569","54452","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"36327","54488","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"29521","54495","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"22363","54552","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"18457","54579","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"10479","54608","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"10609","54610","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"18009","54648","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"40119","54649","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"17822","54651","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"40115","54653","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"40123","54657","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"17656","54658","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"22324","54686","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"22184","54706","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"22338","54728","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"17458","54734","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"40159","54738","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"40162","54739","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"40178","54762","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"34700","54796","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"17456","54827","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"15879","54852","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"40230","54889","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Reprobado"
"40232","54894","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Abandonó"
"15597","54912","SEMINARIODARWIN","Abril 2021","2021","2021-04-21","2021-06-30","Aprobado"
"31996","59310","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"35455","59323","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"32244","59336","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"15104","59341","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"35937","59383","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"17184","59439","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"31094","59448","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"40878","59472","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"39901","59522","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"36223","59548","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"33672","59564","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"11023","59565","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"6426","59568","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"11085","59571","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"18602","59598","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"43378","59607","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"17896","59620","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"42576","59634","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"19604","59658","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"27418","59659","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"17720","59664","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"27431","59667","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"43366","59695","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"34665","59702","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"21356","59716","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"11087","59718","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"12808","59731","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"35890","59746","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"20301","59762","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"11836","59771","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"11973","59774","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"40238","59775","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"13859","59794","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"12314","59800","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"25017","59841","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"22678","59847","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"43508","59852","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"16328","59863","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"43500","59865","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"43551","59951","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"43555","60007","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"10839","60013","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"25057","60058","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"24856","60069","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"16400","60116","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"10293","60156","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"31834","60178","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"37864","60180","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"21911","60182","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"37324","60185","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"43450","60193","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"4935","60200","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Reprobado"
"18136","60202","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"16758","60217","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"40208","60226","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Abandonó"
"40855","60233","SEMINARIODARWIN","Agosto 2021","2021","2021-08-18","2021-10-30","Aprobado"
"42372","70495","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"37792","70502","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"43270","70522","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"48087","70539","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"44107","70541","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"16956","70554","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"31747","70563","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"47167","70587","SEMINARIODARWIN","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
